ID,target
01336ceb8,4719839.509710138
0133b85e7,6144205.735221723
0136f8766,4719839.509710138
0137356b9,4720305.149499478
013750184,4771928.175956351
013a3f07c,4719839.509710138
013cc1c13,4689038.696582729
013e96334,5889242.791595673
013fae0b1,4719839.509710138
014076343,4719839.509710138
0140ea0ba,4761196.030634258
0143ee127,4720118.808810866
014461014,6364352.56282139
01446634f,4857761.306000146
014729fb2,6889102.873766609
014749c88,6068140.052622598
014787fc1,5534862.677241897
014a6143c,4942248.547558818
014af25cd,6374444.943137382
014b5797e,4719839.509710138
014badcb1,4849018.547029262
014c523b1,6827272.063571166
014e55fdb,4719839.509710138
014ea0456,4661804.5022353325
0151cc525,4719839.509710138
015409983,4639503.492339328
015411bfe,4617224.417636576
01560b792,4748479.35344195
0157b07da,4804862.016177294
01587bbbc,4719839.509710138
0158ba234,5276767.463699238
01590d52a,12268930.921447627
015a40790,4719839.509710138
015b07817,7735496.425237214
015fc3313,9503633.59367629
01604ee4b,4719839.509710138
016054375,5268476.566345145
01642dec0,3739600.1750352113
0166ab5ea,4719839.509710138
016b405be,4618451.152163936
016bdc940,5540201.658500036
016c31d1a,4766955.512191456
016d290da,6241042.293055135
016decdd2,4861258.476358753
016ee1214,4719839.509710138
016efef23,4719839.509710138
016f60448,4763225.0162217645
017029678,4712714.616105817
01704d4ca,4730295.434688879
0172638ce,4719839.509710138
0173e6be5,4719839.509710138
0174ed320,5277002.345221827
017623c5c,4719839.509710138
017a4044f,5506094.421433782
017a6c7f9,4679014.136625101
017ae7ac3,5028496.343031247
017b80d83,4737133.250662601
017d9f1a4,6081564.768027261
017e22e34,6563972.989754753
017e9a902,4719839.509710138
0180f14e9,4719839.509710138
018148c57,4707682.003421099
018166b42,5537191.980870906
0181a6d0e,4719839.509710138
018283661,4719839.509710138
0183f9b32,4990065.1945436075
0186cbba4,8048244.176596215
0188bc86f,4719839.509710138
01890383f,5537047.19622276
018965366,4798230.708676859
0189c8ab0,4719839.509710138
018d514a2,4906217.786376959
018d765bb,4719839.509710138
018dbbe73,4719857.363316881
018de39ca,5117895.853910495
018fd935f,4719839.509710138
018ffc9fa,5300601.384934818
019372984,4764134.866942375
01937e592,4739133.899123912
019381521,5763506.484735083
01952e574,4839122.471962039
019540ad9,4968145.019374215
01955815c,4719839.509710138
0196be03d,4719839.509710138
01978c738,4719839.509710138
0197f607c,5190741.560108257
01980e862,4719839.509710138
019823615,4719839.509710138
019ab3785,4505368.417099284
019c0d544,4719839.509710138
019c5ad1d,4719839.509710138
019cff829,4719839.509710138
019ed3e51,4719839.509710138
019fd88df,5711092.137364849
01a0a9e06,4719839.509710138
01a1f927c,4719839.509710138
01a4d6c6c,5644469.522258873
01a697820,4719846.833150675
01a72cedb,4773062.9386598505
01a900d08,5054311.9719682075
01a960c35,5004969.082454217
01aa854be,4719839.509710138
01ab08b6a,5141068.408489865
01ad8126b,5948252.135543688
01af69076,4719839.509710138
01aff9a04,4719839.509710138
01b128a94,4868257.34871187
01b1e697f,4995478.504864557
01b3159e1,4720359.602697162
01b342719,5081568.199225499
01b375dad,4719839.509710138
01b6d93e9,5772255.018136151
01b6e8722,4791762.355089091
01b728f6c,4719839.509710138
01b784536,5106293.638071594
01b7d0580,5773886.040748057
01b7defea,4719839.509710138
01b80bb3c,4719839.509710138
01b8c1484,4719839.509710138
01bbb0d76,4719839.509710138
01bc848d9,5372231.127359556
01bd8211e,4719839.509710138
01bdda11d,4919278.275762275
01be390b4,4647922.497126713
01be6122c,5477760.83858686
01c1d1fb0,5132822.46963975
01c33d5d2,4719839.509710138
01c34e2ff,4719839.509710138
01c362322,5114009.524035034
01c553e1a,6764008.83927179
01c65531d,5444658.407436965
01c6933d0,17270329.037642963
01c74c797,4719839.509710138
01c7eafe8,4664158.502184101
01c81cd35,9929858.433434114
01c898445,7282121.663104635
01c9fd3a7,4719839.509710138
01ca7113f,4719839.509710138
01cb0f6ea,6173456.9397473475
01cc582f5,4736886.893467923
01cca8141,10470158.56543001
01cef01a2,4873832.924954309
01d10e85d,4682391.76998294
01d193713,5587932.309549498
01d2fecbe,4722441.5074861385
01d38c28f,3884812.340057088
01d396bc2,4719839.509710138
01d7bfe15,4690421.825376289
01d8282f2,5206515.241202099
01d94bd22,4719839.509710138
01da2afeb,4719839.509710138
01db02cda,4719839.509710138
01dd4ee95,4719839.509710138
01dd8785b,4753470.797755553
01dff0d9c,4719839.509710138
01e04a9fb,4721026.798300259
01e06a9f0,4709997.391783696
01e1970fb,2622565.4942608015
01e1ee7f9,4719839.509710138
01e37465e,5129617.131263721
01e38e47e,4723322.163531719
01e6618b1,4719839.509710138
01e8de681,8083601.315383393
01e9513b2,4719839.509710138
01ea633f5,4785782.587844331
01eba0824,4719839.509710138
01eca1d02,4708199.148891436
01ed1f78a,5343135.502259686
01ee29ec7,6573750.431039285
01eed81f9,7029470.64370769
01ef1d226,5969092.577188857
01f0030e3,5282709.113018071
01f15fad3,4719839.509710138
01f330ffe,4869173.244155683
01f39eb1e,5002787.847763998
01f44549a,4748715.217207583
01f5a652b,4476182.80022398
01f889c84,5883869.752151339
01fa9c31e,4612951.6843244005
01fd4e7e9,6122901.149917008
01fde1134,4780042.256562132
01ff14471,4456972.58974749
01ffa7fbe,4719839.509710138
02001f60c,6770197.001233756
0201ea0a0,4374863.935035506
0201fe232,4719839.509710138
020699f8e,4785955.841255989
0206a24ce,10731290.60211841
0206bfd06,4719839.509710138
020741219,4805982.633690452
020816bdb,4719839.509710138
0209a7570,4719839.509710138
0209bf7b8,4029436.301182613
0209d2fd2,4719839.509710138
020b294bd,4719839.509710138
020b5b442,5330296.262552383
020bd2d15,4535279.481523434
020eaebb2,4701951.531202083
020ed0585,4728526.923331556
020f67b89,5389937.620565405
02118146a,4984712.252439997
0211c154c,7901928.326401725
0211f9abc,5554774.177737765
021257ae5,6479859.149766052
02135d6ab,5823275.452655511
02170db23,4719839.509710138
02180e987,5379167.7030375
0218218c1,5734379.243616575
0218cd3d7,5979708.058044431
0219f8398,7037094.908021274
021aee575,4719839.509710138
021bd4dca,4285565.587819539
021da9216,4718667.461996154
021ebd418,4727462.266138679
021fd795a,4751540.7161319405
02223cd36,5492136.852393784
0223c16c1,4916424.17677934
022678dd2,5039959.016677359
022792b0a,4705037.109466808
022804284,4953878.598784896
0228aa82d,5621065.398306194
0229e75c4,4719839.509710138
022a8c2f7,7640697.341138016
022cb2631,4986358.317531281
0230d4064,5645143.4746925775
023377ebc,5798992.814009182
02342e4f7,4719839.509710138
0235e2eab,4883857.527120868
023990ec3,4719839.509710138
023ac9a3c,4719839.509710138
023b81381,4721082.415897827
023fa6bf0,4703275.710767251
024078072,4721695.266325848
0241d1cc7,4734369.344637849
0241dbd70,5953457.121627769
02423aea3,4719839.509710138
0242e62ca,6323428.371362782
024306e5d,4719839.509710138
0244ca2e6,4719839.509710138
0245590f8,4719839.509710138
0246d6ee2,5934560.801544101
024739c7d,4709705.261118843
024766f47,5190153.467336842
024813220,5415311.364918802
024890eac,4900621.484251697
024c65d46,4595064.901880013
024c8f9db,7481634.0403770665
024cbb5b4,4719839.509710138
024d9058c,4943222.800684541
024fe32af,6648453.326413747
025045845,12082791.181191646
0250eb809,4737816.271549222
025179e5e,4719839.509710138
02537cf5e,4719839.509710138
0254223d8,4719839.509710138
0256c0b0e,5424986.1917377
025774ca3,6072731.469874122
025786cb9,4719839.509710138
0257e2b97,4924372.809348738
025994da9,4719839.509710138
025a2f31f,4719839.509710138
025a544da,4719839.509710138
025a96ed9,4020837.447906589
025abdc92,5509979.4606897505
025ba7d70,4719887.3186097
025c222b3,4719839.509710138
025c7bb5f,4719839.509710138
025e5d770,4721673.504773384
02635ccad,4719839.509710138
02648787c,5644222.92181135
026756d03,5487020.078412436
0267a271c,4724818.082444099
02681ecec,4719839.509710138
02697d7c3,4711280.98453101
0269a6f71,4719839.509710138
0269d314c,5550750.868900467
0269dba28,4913973.072794968
026a61d88,4995293.061471673
026aeaa2c,4719839.509710138
026b02a83,4719895.578179918
026baed22,4720427.222251149
026c4e17b,4719839.509710138
026c5991c,5407653.306793888
026cf59d9,5650259.476706824
026cfc392,4945792.39687114
0270a390f,5701623.7219622135
0270be3af,5007106.526444916
0270e156b,4893151.691946244
027124809,4721662.158938858
0272c405a,7543616.250668335
027400cb8,4706428.776518501
0274ce8b8,4760438.4603145905
027769b10,4719839.509710138
0277d96d0,4719839.509710138
027a21566,4719839.509710138
027c75423,6201410.039401285
027cc80a8,5683598.999354532
027d5aea6,7239459.502343844
02865c5ec,6755773.4748978
0287280ba,4719839.509710138
02898064e,4756061.342987315
028988631,6570577.615290313
028a5c0d4,5295294.672217481
028da53a4,5155320.532418669
028ee267a,4719839.509710138
0292f2fc5,6518425.953387555
02975edfa,4719839.509710138
029a9db2e,4719839.509710138
029b14b56,4719839.509710138
029bbe7d3,4719839.509710138
029c1e398,4677771.181284497
029da4b41,4719839.509710138
02a0c1918,5012685.334214183
02a2a1bdf,5417572.840904401
02a2c00e0,4719839.509710138
02a31514c,4908966.602929727
02a3dc04d,5381227.171729813
02a565b91,4719839.509710138
02ac98fd5,4719839.509710138
02adff31a,4719839.509710138
02affe93a,4719839.509710138
02afff518,4719839.509710138
02b000198,4826471.794137165
02b0b4bae,4719839.509710138
02b0c3fdb,5622280.905677314
02b220cf1,6241594.63980916
02b25ade0,4719839.509710138
02b413bb1,5834547.105148689
02b4aaba1,10595523.901282521
02b67ff32,4737957.613434782
02b71a6b2,5388922.598951471
02b79188f,4892709.238286396
02b8961fc,4659523.563826101
02b96ff6c,4724681.453254414
02bad4594,4639956.935559616
02bbd7b9d,9833704.780160762
02bcf8e90,6490072.258360059
02bde66d2,6321967.864125763
02bfe3c59,6629980.364887069
02c119238,4719839.509710138
02c16cb74,6748452.196096038
02c475e65,4719839.509710138
02c4d224b,4719839.509710138
02c6d9700,4719839.509710138
02c74523d,11447570.778652646
02c7c5e05,4719839.509710138
02c8a1f80,4736373.691248647
02c8c7175,4719839.509710138
02c91d25d,4907047.311466308
02ce4321f,4719839.509710138
02cfae275,4162594.8178471634
02d07cb78,10562873.579429522
02d147e50,4719839.509710138
02d173c38,4719839.509710138
02d1a1e82,4719839.509710138
02d2dc64c,5104889.897788309
02d3dcc5a,8339251.80342989
02d67ed4c,6202222.117056075
02d682de1,4829298.301947387
02d72b46d,4719889.24789043
02da114c7,4722886.169862494
02da41c7e,6720796.360757209
02dad771a,4647979.411878684
02db2bb9a,4751637.835983399
02dc20d11,4085565.3331800057
02dc3b94d,4719839.509710138
02dd17f6f,4719839.509710138
02deaaed6,4719839.509710138
02dfd3b7c,4509578.643085306
02e0b923c,4719839.509710138
02e23559a,6069155.182734505
02e2acbaa,4719839.509710138
02e5349d9,5422692.882406934
02e6bbef5,4650249.2741590785
02e7849bb,4719839.509710138
02e80faad,4719839.509710138
02eaec8f8,4719839.509710138
02edb9180,14555424.594959415
02ee21874,4719839.509710138
02ef3cdc7,4719839.509710138
02f18ce31,5541247.658883937
02f20fa4a,4719839.509710138
02f492e98,4719839.509710138
02f7d06a3,4719839.509710138
02f8c9d39,8316223.770688342
02f928f97,5486917.913417002
02f97eb4f,4719854.57264419
02f9cc844,5492301.016002852
02f9f46ac,4915164.696955354
02fb07a76,4974003.24448213
02fb4683c,6266515.272849846
02fd708e8,6612048.185943917
03026bfdd,4719839.509710138
0304186ba,4719839.509710138
03052941a,4752225.148484523
030553c29,4916200.9530211
0306f5c13,4719839.509710138
03078adf4,4719839.509710138
030a2297c,4719839.509710138
030b9a986,5490990.53443012
030bbd54c,4593447.622345824
030d81f86,4719839.509710138
03101eca5,4719839.509710138
0311bb483,5713019.579688159
03121027c,13022949.642516036
0312ea7f8,4740312.6711961115
0313323d7,4947642.673911726
03148fa17,6236219.436191538
0314aa65d,10226503.965679526
03156f66a,5758508.6241777735
031775c5a,4360193.4228346255
0317cd26f,5025281.804332193
0317dc1c8,5126929.177964685
031959763,6197389.315732475
031961e5e,4719839.509710138
031a6f52d,4719839.509710138
031af41a0,4719839.509710138
031be3013,4600629.720751725
031c054a3,4484687.01301671
031e02d13,5086753.396671995
031fe6025,4795617.376182304
03226e167,10330419.73143831
032313121,4719839.509710138
03252fdf8,4942200.463472939
0325ef5e3,6005609.86330092
03278afaa,4834358.879044967
0329abefe,4718962.769413902
032b82f0c,4719839.509710138
032cb3413,5121833.70821644
032f7abe9,7360317.359929964
032fd3cf7,4791790.571685832
033135e05,8557514.837911129
03316e7c8,5184149.919220968
0333c53fa,4764585.548464231
033611b09,4719839.509710138
033656403,4866577.542589465
0337427ab,4719839.509710138
0338d1fb6,4719839.509710138
033948435,17330001.022799063
033b70fcb,4719839.509710138
033d3323b,4719839.509710138
033db5f65,4721172.651866192
0341af76c,4719839.509710138
03434b4b4,4742717.4020554265
0344e4977,10692076.707959112
0346fb76b,5192834.756933631
034ad33d6,6659319.132841964
034af5dae,4719839.509710138
034b70bda,4719839.509710138
034f2607b,4732100.878361633
034f28339,5250222.553398063
034fb173b,4705425.811478821
03504923d,5916920.726392758
035226e6e,4719839.509710138
035585d5c,5505403.767780667
035643e2b,4719839.509710138
0356dfccd,4719738.534620281
0356fc880,4719839.509710138
03578cd16,4719839.509710138
0358c22f6,4757817.197280399
035a91cf2,4719839.509710138
035b789d2,5463055.263620685
03610ecc7,4259115.499883817
03656e62f,4914967.84507028
0365b7b3a,5637260.092436896
0365f0a9f,4715494.1597335115
0367cb231,4725699.5995693635
03687090c,4719839.509710138
036b2dd1e,4917883.484800022
036f3dd40,4719839.509710138
03700787a,4719839.509710138
03705c6ef,4719839.509710138
03722e7be,4719839.509710138
037248721,7013216.817625829
037269293,8961791.053236844
03782136e,5876387.290560817
03796cf0e,4843613.904198067
037dc14e7,4162661.6789525594
037ec2166,4719839.509710138
037f61da3,4719839.509710138
0380c62db,5298060.975888671
03857cb43,4719839.509710138
0387bf802,4109360.7087218775
038838fee,4719839.509710138
0388b0dc1,4159112.6087127673
038ad1732,4719839.509710138
038b7c09a,7810202.739615953
038c061e1,4719839.509710138
038da9843,4719839.509710138
038ded2fe,6026554.2041902505
038f623c2,4829215.993717017
039105297,4733947.260421441
0391c19bf,4711876.5156276
0393e0694,4719839.509710138
03949736d,3625448.200808833
03959e9a9,8064241.131925732
03968aeb0,4719839.509710138
039a844b4,4719839.509710138
039e289ac,5523490.408829123
03a062fbb,5266928.422178153
03a4623d5,4719839.509710138
03a546322,4719839.509710138
03a5c6003,4719839.509710138
03a5f4351,4719839.509710138
03a81c915,5403795.110081037
03aaf818c,4565189.463803707
03ab8fc70,12330144.834820686
03aea7af1,6086816.271989125
03b10328e,4690737.875914037
03b27dded,4719839.509710138
03b46ad5d,6745685.69778692
03b4b4a3e,4719839.509710138
03b67d81b,4719839.509710138
03b6c19da,4718004.918413302
03b835ca7,4719839.509710138
03b882553,4736880.019428246
03b99b5f9,6129503.320656822
03b9a2af2,8008016.507242913
03baf448a,9457007.124357427
03bedbe9d,4538131.342272796
03bfd20b9,4719839.509710138
03bfe3bc5,4984300.199679323
03c18ac69,4906739.390119264
03c27a2bf,4720707.620012018
03c760f76,5275326.103519155
03c8caae7,5197792.131693385
03c9a65f8,4726296.590570206
03cdb39c1,7123944.5015949765
03d4bd5b8,5428599.38164244
03d73e9c5,5002924.630893807
03d854501,4719839.509710138
03d893c26,4729452.056863144
03da7d69e,4966791.991258909
03db05222,5176453.74638141
03dc6875e,4736438.0121812
03dfb0bd7,5572118.537399827
03e09458b,4719839.509710138
03e10ddf7,5568290.229595627
03e28b99f,5534139.056891835
03e58b888,5538784.406883567
03e592e94,4719839.509710138
03e755a97,4861931.2009076495
03e78798a,7345536.943065433
03e823704,4719839.509710138
03e882a88,4719839.509710138
03e897c29,4806246.166071039
03ebad6bc,4841567.82367872
03ebf5ecf,4610432.833438825
03ec3ab4e,4724827.373802797
03ec5eed1,5523759.524858591
03ed5c911,5949455.35721355
03ed976ab,4789086.306141514
03ef34c90,4719839.509710138
03f203cfa,6100028.536419281
03f3c8c46,4719839.509710138
03f492c31,7006581.956931993
03f5b5e4a,4719839.509710138
03f6822ee,4719839.509710138
03f6de512,5495166.609095794
03f73ef0e,6728202.936595574
03f74f010,6956779.629551516
03f82bc6c,5257142.076086592
03fa0306c,4719839.509710138
03fc7fa27,5124617.727357455
03fe6e716,4794415.804834002
03ffe3f49,4719839.509710138
04023973e,5097504.332153491
04042f2d4,7550198.355210331
04045c3a4,4733149.420577031
0404fb8e2,4860405.767745426
0406e6e47,6085038.07186173
040951939,4472136.605000649
0409890f8,4719839.509710138
040ca2949,4719839.509710138
040f6b98c,5846408.324507905
040fb51e2,6031429.311241904
0411c1468,4783863.4631487345
04127fa80,4595792.453808147
0412f421d,4719509.748692576
041346d0f,4719839.509710138
04137899d,9882047.578595126
0419a598f,4719839.509710138
041abacf2,5599202.8969448665
041ac253e,4739466.804519543
041ae628c,4719839.509710138
041b2eaa1,4753114.09509447
041d211ec,4717242.455070881
041d6aa88,5217842.585174135
041e0fa5a,7844483.400361152
041fec996,4265964.681206028
042091615,6507619.045974327
0423774bc,4719839.509710138
04245c9ab,5500779.688349929
0425713aa,4719462.656334121
042576594,4719839.509710138
04258a134,4719839.509710138
04290d6e3,4917372.148272007
0429ef94f,5692610.8126040585
042acad39,4927583.601867272
042b75b8b,8202183.480669799
042b8215b,18832777.880166754
04305a384,4719839.509710138
04314d3a3,5019669.912015619
04315db05,5561001.764979809
04345543a,4719839.509710138
043593500,4719839.509710138
0436f2c86,4719839.509710138
04370ab18,3979401.0780746825
0437281f5,6183143.554255964
0438dc28d,4719839.509710138
043be1af1,4788616.319323804
043c23fbe,4587824.483069028
043dce29d,4719839.509710138
043e4b825,4668497.711748684
043f5244b,7061050.559903713
043fd2e42,4719839.509710138
0441a98fe,6157493.290951514
044541178,4719839.509710138
04457b1e5,4719839.509710138
04462ec86,4719839.509710138
044683ae6,5341035.5199624775
0448aa36f,4719839.509710138
0449d0137,5266335.583326734
044b95f86,4719839.509710138
044b97b6c,6016916.496471508
044c7fd20,5843157.377804612
044c8dfd9,4719839.509710138
044d8ee8d,4748271.845853977
044eb2751,4719839.509710138
044efc778,4719839.509710138
045082aa1,5453119.57409268
04518a146,4719839.509710138
045239fe8,4726559.258803713
0453a3e09,7583789.222679712
0454417ec,9564418.911970822
0454de019,4683751.47605264
04562691c,4863843.356075257
0458a04a0,4700539.475062806
045901f6a,5287252.043020793
045986d3a,4719839.509710138
045bce540,4656322.573205854
045ce5b8c,4719839.509710138
046021d41,4719839.509710138
0462e36a5,4954502.725804963
046526fe2,4668670.0383905005
04655596d,6088966.6243818505
04658f5b6,4719839.509710138
046692f4b,4883668.2226889115
046868511,6097925.988495092
046892828,4719839.509710138
046b3d7ef,4719839.509710138
046c924e3,4786125.66863782
046e2664e,4749367.721925696
046e3b5b4,4772193.217842689
046f20f0d,4719839.509710138
047157871,4719839.509710138
04722b965,4719839.509710138
0478dd0a3,4719839.509710138
0479371c3,4717937.986528213
047ac78ea,4719839.509710138
0481e6914,4808679.721630444
04822e352,4719839.509710138
0483111ba,4721777.808628597
0483794aa,6154979.860027923
048443c83,4694493.751126931
04847c5ea,4762407.471589755
048658031,4719839.509710138
048694692,5180273.390419272
048712c35,9221868.827494048
048b1b81c,4719839.509710138
048def5ee,4719839.509710138
048e4e5ce,4719839.509710138
049036175,13783981.826394424
04905d5d0,6282669.504052355
0490bce2f,4719839.509710138
0492364a6,4832880.738778269
0493c1057,5385596.472104388
0494cbc16,4719839.509710138
049670925,4719839.509710138
04998f537,4906792.696685824
04999528c,4726776.485246365
049a35c33,3885129.910264697
049a8e3e5,4719839.509710138
049ab0d4d,4876515.486216812
049b66c17,4721547.543319631
049e17289,4992483.090981193
049e7e088,4999687.799266053
04a049e48,5051810.79859155
04a095504,4719839.509710138
04a105753,4592114.407445559
04a231167,7145269.037045419
04a3c6d21,4716928.950514723
04a5a539f,4781338.691408233
04a746dc8,4719839.509710138
04a992add,5362319.849323582
04a9e4aeb,5273359.132599949
04aa2e15a,5348434.725938111
04aa6b5fc,4747294.166699346
04ab00450,4719839.509710138
04ab1de8e,6505791.815600277
04ad57b6d,7563056.733006755
04ae21348,4924515.266819899
04af5fa34,5736872.202304492
04afeb8ac,5891740.093529772
04b0e1550,4719839.509710138
04b1ca833,6656119.772956749
04b2cb591,4719839.509710138
04b2d3d86,4719839.509710138
04b432011,4719839.509710138
04b44859f,5440003.447711477
04b56ec7a,4771462.393958375
04b7f99d1,7102173.572206509
04b9581f6,4719839.509710138
04b98c616,4810514.815943236
04b993254,4746950.210382348
04ba2dd27,4721924.605857683
04bfe03f9,4733122.047154149
04c147ebb,6043327.20811732
04c1c0844,4719839.509710138
04c1c5c42,4719839.509710138
04c26c79a,4749820.039601189
04c361aa2,17668311.749290396
04c458cd8,4792675.841942549
04c59d3cd,4747099.692668821
04c5e1daf,4719839.509710138
04c82f4d9,5074223.405725889
04c84a436,4719839.509710138
04c9f9d02,4723530.861790024
04d0d5de5,5017446.155706927
04d1b813d,4720865.147042046
04d3f5d25,4182384.946450531
04d4c2c11,4719839.509710138
04d57e1a7,4880330.840981985
04d908feb,8587107.673510922
04d9847b7,4719839.509710138
04da1b767,4727540.517471701
04dd95d2a,5128590.200960472
04e249294,5001987.072065363
